Step,Time,Drone_Position,Current_Target,Distance_Error,Waypoint_Reached,Reward,Info
370,24.05264401435852,"[6.576632976531982, 10.803597450256348, 2.1288671493530273]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.072039,False,-12.072038650512695,"{'tracking_error': 12.072039, 'drone_position': [6.576632976531982, 10.803597450256348, 2.1288671493530273], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
371,24.116207599639893,"[6.60654354095459, 10.85345458984375, 2.129528760910034]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.126592,False,-12.126591682434082,"{'tracking_error': 12.126592, 'drone_position': [6.60654354095459, 10.85345458984375, 2.129528760910034], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
372,24.179299116134644,"[6.636263847351074, 10.903761863708496, 2.130164384841919]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.181582,False,-12.1815824508667,"{'tracking_error': 12.181582, 'drone_position': [6.636263847351074, 10.903761863708496, 2.130164384841919], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
373,24.241284370422363,"[6.665706634521484, 10.954328536987305, 2.1310553550720215]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.236815,False,-12.236815452575684,"{'tracking_error': 12.236815, 'drone_position': [6.665706634521484, 10.954328536987305, 2.1310553550720215], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
374,24.303004503250122,"[6.695001602172852, 11.004854202270508, 2.132290840148926]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.292023,False,-12.292022705078125,"{'tracking_error': 12.292023, 'drone_position': [6.695001602172852, 11.004854202270508, 2.132290840148926], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
375,24.365336894989014,"[6.724344253540039, 11.055161476135254, 2.13374400138855]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.34706,False,-12.347060203552246,"{'tracking_error': 12.34706, 'drone_position': [6.724344253540039, 11.055161476135254, 2.13374400138855], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
376,24.42642641067505,"[6.753871917724609, 11.105228424072266, 2.1352288722991943]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.401931,False,-12.401930809020996,"{'tracking_error': 12.401931, 'drone_position': [6.753871917724609, 11.105228424072266, 2.1352288722991943], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
377,24.519277811050415,"[6.783658504486084, 11.155135154724121, 2.136579751968384]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.456718,False,-12.456718444824219,"{'tracking_error': 12.456718, 'drone_position': [6.783658504486084, 11.155135154724121, 2.136579751968384], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
378,24.58161735534668,"[6.813713073730469, 11.205042839050293, 2.137665033340454]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.511582,False,-12.511582374572754,"{'tracking_error': 12.511582, 'drone_position': [6.813713073730469, 11.205042839050293, 2.137665033340454], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
379,24.645100116729736,"[6.843940734863281, 11.255180358886719, 2.1384313106536865]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.566727,False,-12.566726684570312,"{'tracking_error': 12.566727, 'drone_position': [6.843940734863281, 11.255180358886719, 2.1384313106536865], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
380,24.707988500595093,"[6.874133110046387, 11.305740356445312, 2.1389873027801514]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.6223,False,-12.622300148010254,"{'tracking_error': 12.6223, 'drone_position': [6.874133110046387, 11.305740356445312, 2.1389873027801514], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
381,24.76924705505371,"[6.904085159301758, 11.356718063354492, 2.1396069526672363]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.678267,False,-12.678266525268555,"{'tracking_error': 12.678267, 'drone_position': [6.904085159301758, 11.356718063354492, 2.1396069526672363], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
382,24.83251404762268,"[6.933777809143066, 11.40786361694336, 2.140535831451416]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.734383,False,-12.734382629394531,"{'tracking_error': 12.734383, 'drone_position': [6.933777809143066, 11.40786361694336, 2.140535831451416], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
383,24.895097494125366,"[6.963380336761475, 11.458894729614258, 2.1417877674102783]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.790406,False,-12.790406227111816,"{'tracking_error': 12.790406, 'drone_position': [6.963380336761475, 11.458894729614258, 2.1417877674102783], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
384,24.957278966903687,"[6.993076801300049, 11.509685516357422, 2.1432032585144043]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.846246,False,-12.846245765686035,"{'tracking_error': 12.846246, 'drone_position': [6.993076801300049, 11.509685516357422, 2.1432032585144043], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
385,25.0204496383667,"[7.022984504699707, 11.560246467590332, 2.144599437713623]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.901932,False,-12.901931762695312,"{'tracking_error': 12.901932, 'drone_position': [7.022984504699707, 11.560246467590332, 2.144599437713623], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
386,25.08101987838745,"[7.053160667419434, 11.610684394836426, 2.1458182334899902]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",12.957575,False,-12.957574844360352,"{'tracking_error': 12.957575, 'drone_position': [7.053160667419434, 11.610684394836426, 2.1458182334899902], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
387,25.142852544784546,"[7.083587169647217, 11.66118335723877, 2.1467440128326416]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.013349,False,-13.013348579406738,"{'tracking_error': 13.013349, 'drone_position': [7.083587169647217, 11.66118335723877, 2.1467440128326416], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
388,25.204936265945435,"[7.114134311676025, 11.711977005004883, 2.1473631858825684]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.069453,False,-13.069453239440918,"{'tracking_error': 13.069453, 'drone_position': [7.114134311676025, 11.711977005004883, 2.1473631858825684], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
389,25.267214059829712,"[7.144575595855713, 11.763216018676758, 2.1478402614593506]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.125994,False,-13.125993728637695,"{'tracking_error': 13.125994, 'drone_position': [7.144575595855713, 11.763216018676758, 2.1478402614593506], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
390,25.328965425491333,"[7.174744129180908, 11.814817428588867, 2.1484687328338623]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.182861,False,-13.182861328125,"{'tracking_error': 13.182861, 'drone_position': [7.174744129180908, 11.814817428588867, 2.1484687328338623], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
391,25.392857551574707,"[7.204688549041748, 11.866491317749023, 2.149437427520752]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.239786,False,-13.239786148071289,"{'tracking_error': 13.239786, 'drone_position': [7.204688549041748, 11.866491317749023, 2.149437427520752], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
392,25.456695318222046,"[7.234601020812988, 11.917993545532227, 2.150692939758301]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.296573,False,-13.2965726852417,"{'tracking_error': 13.296573, 'drone_position': [7.234601020812988, 11.917993545532227, 2.150692939758301], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
393,25.51867437362671,"[7.264647483825684, 11.969244003295898, 2.1520566940307617]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.353169,False,-13.353169441223145,"{'tracking_error': 13.353169, 'drone_position': [7.264647483825684, 11.969244003295898, 2.1520566940307617], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
394,25.581549406051636,"[7.294926643371582, 12.020284652709961, 2.1533515453338623]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.409636,False,-13.409635543823242,"{'tracking_error': 13.409636, 'drone_position': [7.294926643371582, 12.020284652709961, 2.1533515453338623], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
395,25.642895698547363,"[7.32547664642334, 12.071246147155762, 2.1544294357299805]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.466103,False,-13.466102600097656,"{'tracking_error': 13.466103, 'drone_position': [7.32547664642334, 12.071246147155762, 2.1544294357299805], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
396,25.70645809173584,"[7.356251239776611, 12.122333526611328, 2.155195951461792]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.522758,False,-13.522757530212402,"{'tracking_error': 13.522758, 'drone_position': [7.356251239776611, 12.122333526611328, 2.155195951461792], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
397,25.767754077911377,"[7.387083530426025, 12.173772811889648, 2.155683994293213]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.579786,False,-13.57978630065918,"{'tracking_error': 13.579786, 'drone_position': [7.387083530426025, 12.173772811889648, 2.155683994293213], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
398,25.89191770553589,"[7.417743682861328, 12.225661277770996, 2.156111001968384]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.637235,False,-13.637234687805176,"{'tracking_error': 13.637235, 'drone_position': [7.417743682861328, 12.225661277770996, 2.156111001968384], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
399,25.95441484451294,"[7.448119640350342, 12.27783489227295, 2.1567676067352295]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.694929,False,-13.694929122924805,"{'tracking_error': 13.694929, 'drone_position': [7.448119640350342, 12.27783489227295, 2.1567676067352295], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
400,26.016969203948975,"[7.478321075439453, 12.329992294311523, 2.1577720642089844]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.752602,False,-13.752601623535156,"{'tracking_error': 13.752602, 'drone_position': [7.478321075439453, 12.329992294311523, 2.1577720642089844], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
401,26.0804386138916,"[7.508544445037842, 12.381935119628906, 2.1590161323547363]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.8101,False,-13.810099601745605,"{'tracking_error': 13.8101, 'drone_position': [7.508544445037842, 12.381935119628906, 2.1590161323547363], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
402,26.144336223602295,"[7.538935661315918, 12.433625221252441, 2.1603145599365234]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.867415,False,-13.867415428161621,"{'tracking_error': 13.867415, 'drone_position': [7.538935661315918, 12.433625221252441, 2.1603145599365234], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
403,26.206448793411255,"[7.569576263427734, 12.485135078430176, 2.161497116088867]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.924632,False,-13.92463207244873,"{'tracking_error': 13.924632, 'drone_position': [7.569576263427734, 12.485135078430176, 2.161497116088867], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
404,26.268465757369995,"[7.6004838943481445, 12.536614418029785, 2.1624271869659424]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",13.981896,False,-13.98189640045166,"{'tracking_error': 13.981896, 'drone_position': [7.6004838943481445, 12.536614418029785, 2.1624271869659424], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
405,26.331506967544556,"[7.631577968597412, 12.588286399841309, 2.1630382537841797]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.039405,False,-14.03940486907959,"{'tracking_error': 14.039405, 'drone_position': [7.631577968597412, 12.588286399841309, 2.1630382537841797], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
406,26.39415693283081,"[7.662661075592041, 12.640359878540039, 2.1634163856506348]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.097318,False,-14.097317695617676,"{'tracking_error': 14.097318, 'drone_position': [7.662661075592041, 12.640359878540039, 2.1634163856506348], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
407,26.455552577972412,"[7.693516731262207, 12.692858695983887, 2.1638221740722656]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.155612,False,-14.155611991882324,"{'tracking_error': 14.155612, 'drone_position': [7.693516731262207, 12.692858695983887, 2.1638221740722656], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
408,26.517204761505127,"[7.724098205566406, 12.745553970336914, 2.1645190715789795]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.214063,False,-14.214062690734863,"{'tracking_error': 14.214063, 'drone_position': [7.724098205566406, 12.745553970336914, 2.1645190715789795], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
409,26.579541444778442,"[7.754560947418213, 12.7981538772583, 2.165550470352173]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.272425,False,-14.272424697875977,"{'tracking_error': 14.272425, 'drone_position': [7.754560947418213, 12.7981538772583, 2.165550470352173], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
410,26.641587495803833,"[7.785094738006592, 12.850512504577637, 2.166768789291382]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.330594,False,-14.330594062805176,"{'tracking_error': 14.330594, 'drone_position': [7.785094738006592, 12.850512504577637, 2.166768789291382], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
411,26.704713106155396,"[7.815825462341309, 12.902626991271973, 2.1679885387420654]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.388596,False,-14.388595581054688,"{'tracking_error': 14.388596, 'drone_position': [7.815825462341309, 12.902626991271973, 2.1679885387420654], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
412,26.765913724899292,"[7.846816062927246, 12.954594612121582, 2.169048309326172]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.446534,False,-14.446534156799316,"{'tracking_error': 14.446534, 'drone_position': [7.846816062927246, 12.954594612121582, 2.169048309326172], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
413,26.82867455482483,"[7.878061771392822, 13.006589889526367, 2.169825792312622]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.504573,False,-14.504572868347168,"{'tracking_error': 14.504573, 'drone_position': [7.878061771392822, 13.006589889526367, 2.169825792312622], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
414,26.892554759979248,"[7.909444808959961, 13.058844566345215, 2.170290231704712]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.562909,False,-14.562909126281738,"{'tracking_error': 14.562909, 'drone_position': [7.909444808959961, 13.058844566345215, 2.170290231704712], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
415,26.955530881881714,"[7.940745830535889, 13.111532211303711, 2.170583724975586]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.62166,False,-14.621660232543945,"{'tracking_error': 14.62166, 'drone_position': [7.940745830535889, 13.111532211303711, 2.170583724975586], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
416,27.017000913619995,"[7.971779823303223, 13.164597511291504, 2.170994520187378]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.680736,False,-14.68073558807373,"{'tracking_error': 14.680736, 'drone_position': [7.971779823303223, 13.164597511291504, 2.170994520187378], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
417,27.07854676246643,"[8.002569198608398, 13.217765808105469, 2.171736717224121]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.73988,False,-14.739879608154297,"{'tracking_error': 14.73988, 'drone_position': [8.002569198608398, 13.217765808105469, 2.171736717224121], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
418,27.141047954559326,"[8.033297538757324, 13.270774841308594, 2.1727828979492188]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.7988825,False,-14.798882484436035,"{'tracking_error': 14.7988825, 'drone_position': [8.033297538757324, 13.270774841308594, 2.1727828979492188], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
419,27.25170588493347,"[8.064140319824219, 13.323526382446289, 2.1739604473114014]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.857686,False,-14.857686042785645,"{'tracking_error': 14.857686, 'drone_position': [8.064140319824219, 13.323526382446289, 2.1739604473114014], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
420,27.31391716003418,"[8.095202445983887, 13.376052856445312, 2.1750893592834473]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.916346,False,-14.916345596313477,"{'tracking_error': 14.916346, 'drone_position': [8.095202445983887, 13.376052856445312, 2.1750893592834473], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
421,27.37655258178711,"[8.126531600952148, 13.428471565246582, 2.1760172843933105]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",14.974981,False,-14.974981307983398,"{'tracking_error': 14.974981, 'drone_position': [8.126531600952148, 13.428471565246582, 2.1760172843933105], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
422,27.438761711120605,"[8.158092498779297, 13.48098087310791, 2.176640510559082]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.033773,False,-15.033773422241211,"{'tracking_error': 15.033773, 'drone_position': [8.158092498779297, 13.48098087310791, 2.176640510559082], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
423,27.500747680664062,"[8.189732551574707, 13.5338134765625, 2.176971912384033]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.09291,False,-15.092909812927246,"{'tracking_error': 15.09291, 'drone_position': [8.189732551574707, 13.5338134765625, 2.176971912384033], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
424,27.561658143997192,"[8.221221923828125, 13.587088584899902, 2.1772091388702393]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.15245,False,-15.152449607849121,"{'tracking_error': 15.15245, 'drone_position': [8.221221923828125, 13.587088584899902, 2.1772091388702393], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
425,27.624687910079956,"[8.252424240112305, 13.640673637390137, 2.1776466369628906]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.212242,False,-15.212242126464844,"{'tracking_error': 15.212242, 'drone_position': [8.252424240112305, 13.640673637390137, 2.1776466369628906], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
426,27.686798334121704,"[8.283425331115723, 13.694270133972168, 2.1784327030181885]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.27202,False,-15.27202033996582,"{'tracking_error': 15.27202, 'drone_position': [8.283425331115723, 13.694270133972168, 2.1784327030181885], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
427,27.750194787979126,"[8.314422607421875, 13.747658729553223, 2.179478883743286]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.331622,False,-15.331622123718262,"{'tracking_error': 15.331622, 'drone_position': [8.314422607421875, 13.747658729553223, 2.179478883743286], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
428,27.813843488693237,"[8.345571517944336, 13.800786018371582, 2.1806018352508545]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.39103,False,-15.391030311584473,"{'tracking_error': 15.39103, 'drone_position': [8.345571517944336, 13.800786018371582, 2.1806018352508545], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
429,27.875725030899048,"[8.376957893371582, 13.85371208190918, 2.1816282272338867]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.45032,False,-15.45032024383545,"{'tracking_error': 15.45032, 'drone_position': [8.376957893371582, 13.85371208190918, 2.1816282272338867], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
430,27.93780493736267,"[8.408610343933105, 13.90657901763916, 2.1824164390563965]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.509634,False,-15.509634017944336,"{'tracking_error': 15.509634, 'drone_position': [8.408610343933105, 13.90657901763916, 2.1824164390563965], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
431,28.001226902008057,"[8.440461158752441, 13.959603309631348, 2.182887315750122]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.56916,False,-15.569160461425781,"{'tracking_error': 15.56916, 'drone_position': [8.440461158752441, 13.959603309631348, 2.182887315750122], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
432,28.063749313354492,"[8.472325325012207, 14.013004302978516, 2.183105230331421]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.629064,False,-15.629063606262207,"{'tracking_error': 15.629064, 'drone_position': [8.472325325012207, 14.013004302978516, 2.183105230331421], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
433,28.12370777130127,"[8.50397777557373, 14.066834449768066, 2.1833150386810303]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.6893425,False,-15.689342498779297,"{'tracking_error': 15.6893425, 'drone_position': [8.50397777557373, 14.066834449768066, 2.1833150386810303], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
434,28.18624210357666,"[8.535345077514648, 14.120890617370605, 2.1837944984436035]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.749787,False,-15.749787330627441,"{'tracking_error': 15.749787, 'drone_position': [8.535345077514648, 14.120890617370605, 2.1837944984436035], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
435,28.24770450592041,"[8.56656551361084, 14.174875259399414, 2.184616804122925]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.810149,False,-15.810149192810059,"{'tracking_error': 15.810149, 'drone_position': [8.56656551361084, 14.174875259399414, 2.184616804122925], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
436,28.309936046600342,"[8.597833633422852, 14.228618621826172, 2.1856486797332764]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.870315,False,-15.870314598083496,"{'tracking_error': 15.870315, 'drone_position': [8.597833633422852, 14.228618621826172, 2.1856486797332764], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
437,28.372074842453003,"[8.629283905029297, 14.282106399536133, 2.186703681945801]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.930299,False,-15.930298805236816,"{'tracking_error': 15.930299, 'drone_position': [8.629283905029297, 14.282106399536133, 2.186703681945801], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
438,28.433966636657715,"[8.660985946655273, 14.335423469543457, 2.1876168251037598]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",15.990198,False,-15.990198135375977,"{'tracking_error': 15.990198, 'drone_position': [8.660985946655273, 14.335423469543457, 2.1876168251037598], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
