Step,Time,Drone_Position,Current_Target,Distance_Error,Waypoint_Reached,Reward,Info
109,7.126374006271362,"[0.7656006813049316, 1.1331332921981812, 1.5081169605255127]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.191075,False,-4.191074848175049,"{'tracking_error': 4.191075, 'drone_position': [0.7656006813049316, 1.1331332921981812, 1.5081169605255127], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
110,7.1880128383636475,"[0.7784368395805359, 1.153074026107788, 1.5115634202957153]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.190428,False,-4.190427780151367,"{'tracking_error': 4.190428, 'drone_position': [0.7784368395805359, 1.153074026107788, 1.5115634202957153], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
111,7.249324560165405,"[0.7911138534545898, 1.1735352277755737, 1.5150327682495117]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.190328,False,-4.190328121185303,"{'tracking_error': 4.190328, 'drone_position': [0.7911138534545898, 1.1735352277755737, 1.5150327682495117], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
112,7.311631917953491,"[0.8035889267921448, 1.1942939758300781, 1.5187795162200928]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.190686,False,-4.190686225891113,"{'tracking_error': 4.190686, 'drone_position': [0.8035889267921448, 1.1942939758300781, 1.5187795162200928], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
113,7.375133752822876,"[0.8160138130187988, 1.2150676250457764, 1.5228437185287476]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.191222,False,-4.191222190856934,"{'tracking_error': 4.191222, 'drone_position': [0.8160138130187988, 1.2150676250457764, 1.5228437185287476], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
114,7.437945127487183,"[0.8285727500915527, 1.235713243484497, 1.527080774307251]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.191712,False,-4.191711902618408,"{'tracking_error': 4.191712, 'drone_position': [0.8285727500915527, 1.235713243484497, 1.527080774307251], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
115,7.501391887664795,"[0.8413867354393005, 1.2562317848205566, 1.531310796737671]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.192063,False,-4.192062854766846,"{'tracking_error': 4.192063, 'drone_position': [0.8413867354393005, 1.2562317848205566, 1.531310796737671], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
116,7.564239025115967,"[0.8545172810554504, 1.2767152786254883, 1.5353773832321167]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.192282,False,-4.192282199859619,"{'tracking_error': 4.192282, 'drone_position': [0.8545172810554504, 1.2767152786254883, 1.5353773832321167], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
117,7.62624979019165,"[0.867957353591919, 1.2973358631134033, 1.5391615629196167]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.19248,False,-4.192480087280273,"{'tracking_error': 4.19248, 'drone_position': [0.867957353591919, 1.2973358631134033, 1.5391615629196167], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
118,7.6886842250823975,"[0.8815927505493164, 1.3183192014694214, 1.5426344871520996]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.1928835,False,-4.192883491516113,"{'tracking_error': 4.1928835, 'drone_position': [0.8815927505493164, 1.3183192014694214, 1.5426344871520996], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
119,7.750089406967163,"[0.8952087163925171, 1.3398315906524658, 1.5459363460540771]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.1937633,False,-4.193763256072998,"{'tracking_error': 4.1937633, 'drone_position': [0.8952087163925171, 1.3398315906524658, 1.5459363460540771], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
120,7.810290098190308,"[0.9086271524429321, 1.3618184328079224, 1.5493484735488892]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.19523,False,-4.195230007171631,"{'tracking_error': 4.19523, 'drone_position': [0.9086271524429321, 1.3618184328079224, 1.5493484735488892], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
121,7.87316632270813,"[0.9218716621398926, 1.384011149406433, 1.5530768632888794]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.197106,False,-4.197105884552002,"{'tracking_error': 4.197106, 'drone_position': [0.9218716621398926, 1.384011149406433, 1.5530768632888794], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
122,7.934368133544922,"[0.9351224303245544, 1.4061558246612549, 1.5570929050445557]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.199098,False,-4.199098110198975,"{'tracking_error': 4.199098, 'drone_position': [0.9351224303245544, 1.4061558246612549, 1.5570929050445557], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
123,7.995306730270386,"[0.948548436164856, 1.4281575679779053, 1.5612285137176514]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2010217,False,-4.201021671295166,"{'tracking_error': 4.2010217, 'drone_position': [0.948548436164856, 1.4281575679779053, 1.5612285137176514], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
124,8.056405782699585,"[0.9622520208358765, 1.4500478506088257, 1.5653082132339478]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.20282,False,-4.20281982421875,"{'tracking_error': 4.20282, 'drone_position': [0.9622520208358765, 1.4500478506088257, 1.5653082132339478], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
125,8.181178569793701,"[0.9762775897979736, 1.4719425439834595, 1.5691843032836914]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.204532,False,-4.204532146453857,"{'tracking_error': 4.204532, 'drone_position': [0.9762775897979736, 1.4719425439834595, 1.5691843032836914], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
126,8.244550704956055,"[0.9905905723571777, 1.4940354824066162, 1.5727559328079224]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2063103,False,-4.206310272216797,"{'tracking_error': 4.2063103, 'drone_position': [0.9905905723571777, 1.4940354824066162, 1.5727559328079224], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
127,8.306257963180542,"[1.0050413608551025, 1.5165516138076782, 1.5760372877120972]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.208414,False,-4.208414077758789,"{'tracking_error': 4.208414, 'drone_position': [1.0050413608551025, 1.5165516138076782, 1.5760372877120972], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
128,8.369548559188843,"[1.0194053649902344, 1.5396069288253784, 1.579222559928894]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2110934,False,-4.211093425750732,"{'tracking_error': 4.2110934, 'drone_position': [1.0194053649902344, 1.5396069288253784, 1.579222559928894], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
129,8.431516647338867,"[1.0335524082183838, 1.5630697011947632, 1.5825985670089722]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.214365,False,-4.214365005493164,"{'tracking_error': 4.214365, 'drone_position': [1.0335524082183838, 1.5630697011947632, 1.5825985670089722], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
130,8.493208646774292,"[1.0475683212280273, 1.5866483449935913, 1.5863076448440552]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2179785,False,-4.217978477478027,"{'tracking_error': 4.2179785, 'drone_position': [1.0475683212280273, 1.5866483449935913, 1.5863076448440552], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
131,8.554506778717041,"[1.0616446733474731, 1.610131025314331, 1.5902621746063232]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.221656,False,-4.22165584564209,"{'tracking_error': 4.221656, 'drone_position': [1.0616446733474731, 1.610131025314331, 1.5902621746063232], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
132,8.617165327072144,"[1.0759315490722656, 1.633466362953186, 1.5942827463150024]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.225252,False,-4.225252151489258,"{'tracking_error': 4.225252, 'drone_position': [1.0759315490722656, 1.633466362953186, 1.5942827463150024], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
133,8.679298162460327,"[1.090513825416565, 1.6567127704620361, 1.598201036453247]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2287464,False,-4.22874641418457,"{'tracking_error': 4.2287464, 'drone_position': [1.090513825416565, 1.6567127704620361, 1.598201036453247], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
134,8.742181301116943,"[1.1054167747497559, 1.680010199546814, 1.6018788814544678]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.232214,False,-4.232213973999023,"{'tracking_error': 4.232214, 'drone_position': [1.1054167747497559, 1.680010199546814, 1.6018788814544678], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
135,8.804424524307251,"[1.1205743551254272, 1.7035703659057617, 1.6052402257919312]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2358484,False,-4.235848426818848,"{'tracking_error': 4.2358484, 'drone_position': [1.1205743551254272, 1.7035703659057617, 1.6052402257919312], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
136,8.86632776260376,"[1.135804295539856, 1.7276052236557007, 1.608349084854126]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2399316,False,-4.239931583404541,"{'tracking_error': 4.2399316, 'drone_position': [1.135804295539856, 1.7276052236557007, 1.608349084854126], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
137,8.928521871566772,"[1.1508883237838745, 1.752165675163269, 1.6114463806152344]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.24466,False,-4.244659900665283,"{'tracking_error': 4.24466, 'drone_position': [1.1508883237838745, 1.752165675163269, 1.6114463806152344], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
138,8.991328716278076,"[1.1657565832138062, 1.7770512104034424, 1.6148015260696411]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.249952,False,-4.2499518394470215,"{'tracking_error': 4.249952, 'drone_position': [1.1657565832138062, 1.7770512104034424, 1.6148015260696411], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
139,9.055540323257446,"[1.180545687675476, 1.8019707202911377, 1.6184844970703125]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2555113,False,-4.255511283874512,"{'tracking_error': 4.2555113, 'drone_position': [1.180545687675476, 1.8019707202911377, 1.6184844970703125], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
140,9.117694616317749,"[1.19544517993927, 1.8267606496810913, 1.6223633289337158]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2610903,False,-4.261090278625488,"{'tracking_error': 4.2610903, 'drone_position': [1.19544517993927, 1.8267606496810913, 1.6223633289337158], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
141,9.179385900497437,"[1.2105845212936401, 1.8514080047607422, 1.6262563467025757]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2665877,False,-4.266587734222412,"{'tracking_error': 4.2665877, 'drone_position': [1.2105845212936401, 1.8514080047607422, 1.6262563467025757], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
142,9.241230964660645,"[1.2260322570800781, 1.8759957551956177, 1.6300028562545776]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.272016,False,-4.2720160484313965,"{'tracking_error': 4.272016, 'drone_position': [1.2260322570800781, 1.8759957551956177, 1.6300028562545776], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
143,9.303019523620605,"[1.2417913675308228, 1.9006876945495605, 1.6334768533706665]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.27749,False,-4.277490139007568,"{'tracking_error': 4.27749, 'drone_position': [1.2417913675308228, 1.9006876945495605, 1.6334768533706665], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
144,9.36535096168518,"[1.2577614784240723, 1.9257081747055054, 1.6366345882415771]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.283243,False,-4.283243179321289,"{'tracking_error': 4.283243, 'drone_position': [1.2577614784240723, 1.9257081747055054, 1.6366345882415771], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
145,9.427241802215576,"[1.2737339735031128, 1.9512401819229126, 1.639594554901123]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.289556,False,-4.28955602645874,"{'tracking_error': 4.289556, 'drone_position': [1.2737339735031128, 1.9512401819229126, 1.639594554901123], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
146,9.535707473754883,"[1.2895148992538452, 1.9772604703903198, 1.64263117313385]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2965517,False,-4.296551704406738,"{'tracking_error': 4.2965517, 'drone_position': [1.2895148992538452, 1.9772604703903198, 1.64263117313385], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
147,9.597596645355225,"[1.3051010370254517, 2.003514289855957, 1.6459736824035645]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.304051,False,-4.304050922393799,"{'tracking_error': 4.304051, 'drone_position': [1.3051010370254517, 2.003514289855957, 1.6459736824035645], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
148,9.660290479660034,"[1.3206641674041748, 2.0297329425811768, 1.6496200561523438]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.311742,False,-4.311741828918457,"{'tracking_error': 4.311742, 'drone_position': [1.3206641674041748, 2.0297329425811768, 1.6496200561523438], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
149,9.723699569702148,"[1.336381435394287, 2.0558016300201416, 1.6534092426300049]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.31942,False,-4.319419860839844,"{'tracking_error': 4.31942, 'drone_position': [1.336381435394287, 2.0558016300201416, 1.6534092426300049], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
150,9.786440134048462,"[1.352362871170044, 2.081740140914917, 1.6571624279022217]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.3270264,False,-4.3270263671875,"{'tracking_error': 4.3270264, 'drone_position': [1.352362871170044, 2.081740140914917, 1.6571624279022217], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
151,9.848163366317749,"[1.3686603307724, 2.1076557636260986, 1.6607275009155273]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.334606,False,-4.334606170654297,"{'tracking_error': 4.334606, 'drone_position': [1.3686603307724, 2.1076557636260986, 1.6607275009155273], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
152,9.909326314926147,"[1.3852508068084717, 2.1337344646453857, 1.6639950275421143]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.3423157,False,-4.342315673828125,"{'tracking_error': 4.3423157, 'drone_position': [1.3852508068084717, 2.1337344646453857, 1.6639950275421143], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
153,9.971521139144897,"[1.4019978046417236, 2.1602044105529785, 1.6669608354568481]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.3504214,False,-4.35042142868042,"{'tracking_error': 4.3504214, 'drone_position': [1.4019978046417236, 2.1602044105529785, 1.6669608354568481], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
154,10.033767700195312,"[1.4186776876449585, 2.187204360961914, 1.6697989702224731]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.3591785,False,-4.35917854309082,"{'tracking_error': 4.3591785, 'drone_position': [1.4186776876449585, 2.187204360961914, 1.6697989702224731], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
155,10.09650993347168,"[1.43513822555542, 2.214632272720337, 1.6727983951568604]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.368615,False,-4.36861515045166,"{'tracking_error': 4.368615, 'drone_position': [1.43513822555542, 2.214632272720337, 1.6727983951568604], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
156,10.157267570495605,"[1.4514415264129639, 2.242201805114746, 1.6761294603347778]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.3784733,False,-4.378473281860352,"{'tracking_error': 4.3784733, 'drone_position': [1.4514415264129639, 2.242201805114746, 1.6761294603347778], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
157,10.219879627227783,"[1.4677774906158447, 2.269680976867676, 1.679726481437683]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.3884535,False,-4.388453483581543,"{'tracking_error': 4.3884535, 'drone_position': [1.4677774906158447, 2.269680976867676, 1.679726481437683], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
158,10.281379699707031,"[1.4843050241470337, 2.297001600265503, 1.6834121942520142]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.398401,False,-4.398400783538818,"{'tracking_error': 4.398401, 'drone_position': [1.4843050241470337, 2.297001600265503, 1.6834121942520142], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
159,10.344590902328491,"[1.501116394996643, 2.324211835861206, 1.6870143413543701]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.4082932,False,-4.4082932472229,"{'tracking_error': 4.4082932, 'drone_position': [1.501116394996643, 2.324211835861206, 1.6870143413543701], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
160,10.407829999923706,"[1.518244981765747, 2.351442575454712, 1.6903897523880005]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.4182134,False,-4.418213367462158,"{'tracking_error': 4.4182134, 'drone_position': [1.518244981765747, 2.351442575454712, 1.6903897523880005], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
161,10.46956491470337,"[1.5356377363204956, 2.3788998126983643, 1.6934514045715332]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.428358,False,-4.42835807800293,"{'tracking_error': 4.428358, 'drone_position': [1.5356377363204956, 2.3788998126983643, 1.6934514045715332], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
162,10.532702445983887,"[1.553123950958252, 2.406803846359253, 1.6962424516677856]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.4390106,False,-4.4390106201171875,"{'tracking_error': 4.4390106, 'drone_position': [1.553123950958252, 2.406803846359253, 1.6962424516677856], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
163,10.593481302261353,"[1.5704792737960815, 2.4352333545684814, 1.698987603187561]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.450376,False,-4.450376033782959,"{'tracking_error': 4.450376, 'drone_position': [1.5704792737960815, 2.4352333545684814, 1.698987603187561], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
164,10.654955387115479,"[1.587607979774475, 2.4640133380889893, 1.701967716217041]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.462378,False,-4.462378025054932,"{'tracking_error': 4.462378, 'drone_position': [1.587607979774475, 2.4640133380889893, 1.701967716217041], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
165,10.717742443084717,"[1.6046284437179565, 2.4928479194641113, 1.7052828073501587]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.474708,False,-4.474708080291748,"{'tracking_error': 4.474708, 'drone_position': [1.6046284437179565, 2.4928479194641113, 1.7052828073501587], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
166,10.778514623641968,"[1.621733546257019, 2.521552801132202, 1.7088161706924438]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.487102,False,-4.487102031707764,"{'tracking_error': 4.487102, 'drone_position': [1.621733546257019, 2.521552801132202, 1.7088161706924438], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
167,10.902911901473999,"[1.6390619277954102, 2.5500998497009277, 1.7123854160308838]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.499452,False,-4.499452114105225,"{'tracking_error': 4.499452, 'drone_position': [1.6390619277954102, 2.5500998497009277, 1.7123854160308838], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
168,10.965495586395264,"[1.656688928604126, 2.5785629749298096, 1.7158257961273193]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.511774,False,-4.511774063110352,"{'tracking_error': 4.511774, 'drone_position': [1.656688928604126, 2.5785629749298096, 1.7158257961273193], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
169,11.028505802154541,"[1.6746269464492798, 2.6070971488952637, 1.7190052270889282]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.524187,False,-4.524187088012695,"{'tracking_error': 4.524187, 'drone_position': [1.6746269464492798, 2.6070971488952637, 1.7190052270889282], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
170,11.091581344604492,"[1.6927894353866577, 2.635923385620117, 1.7218657732009888]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.5369253,False,-4.536925315856934,"{'tracking_error': 4.5369253, 'drone_position': [1.6927894353866577, 2.635923385620117, 1.7218657732009888], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
171,11.154993295669556,"[1.710976004600525, 2.6652395725250244, 1.7245042324066162]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.550271,False,-4.550271034240723,"{'tracking_error': 4.550271, 'drone_position': [1.710976004600525, 2.6652395725250244, 1.7245042324066162], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
172,11.218543529510498,"[1.7289797067642212, 2.6950531005859375, 1.7271846532821655]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.564353,False,-4.564352989196777,"{'tracking_error': 4.564353, 'drone_position': [1.7289797067642212, 2.6950531005859375, 1.7271846532821655], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
173,11.280624151229858,"[1.7467700242996216, 2.7251272201538086, 1.7301565408706665]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.578994,False,-4.578993797302246,"{'tracking_error': 4.578994, 'drone_position': [1.7467700242996216, 2.7251272201538086, 1.7301565408706665], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
174,11.341705560684204,"[1.7645074129104614, 2.755180597305298, 1.7334462404251099]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.5938697,False,-4.593869686126709,"{'tracking_error': 4.5938697, 'drone_position': [1.7645074129104614, 2.755180597305298, 1.7334462404251099], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
175,11.402648687362671,"[1.782375693321228, 2.785078287124634, 1.7369019985198975]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.608762,False,-4.608761787414551,"{'tracking_error': 4.608762, 'drone_position': [1.782375693321228, 2.785078287124634, 1.7369019985198975], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
