time,x,y,z,vx,vy,vz,qx,qy,qz,qw,wx,wy,wz,ex,ey,ez,evx,evy,evz,eyaw,Kp_x,Ki_x,Kd_x,Kp_y,Ki_y,Kd_y,Kp_z,Ki_z,Kd_z,Kp_yaw,Ki_yaw,Kd_yaw,thrust,roll,pitch,yaw,rpm1,rpm2,rpm3,rpm4,target_x,target_y,target_z,tracking_error,noise1,noise2,noise3,noise4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,-0.0,-0.0,-0.0,0.7853981633974483,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.5,3.0,3.0,1.9634954084936207,1.0,0.0,1.0,1.0,2,2,1,2.8284271247461903,0.0,0.0,0.0,0.0
0.049825429916381836,0.0,0.0,1.0062597286522634,0.0,0.0,1.5023348765432099,0.2038415539530032,0.2038415539530032,0.2038415539530032,0.9355991997891376,0.0,0.0,0.0,2.0,2.0,-0.00625972865226343,-0.0,-0.0,-1.5023348765432099,0.27709842344406754,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.4749610853909463,3.0,3.0,0.6927460586101688,1.0,0.0,1.0,1.0,2,2,1,2.828434051591587,0.105423472455245,0.06930726752588952,0.09579251126663518,-0.12464967097909743
0.09658932685852051,-0.0018221820428532803,0.0028373717612362116,1.0174393830795565,-0.4373236902847873,0.6809692226966908,2.6831170625503233,0.3814279895244084,0.3814279895244084,0.3814279895244084,0.7506917252921492,0.0,0.0,0.0,2.0018221820428534,1.9971626282387638,-0.017439383079556503,0.4373236902847873,-0.6809692226966908,-2.6831170625503233,-0.33575345995689865,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.430242467681774,3.00273327306428,2.995743942358146,-0.8393836498922467,0.0,0.0,0.0,1.0,2,2,1,2.8277649733021613,-0.04854452260879882,-0.18616699926129499,0.1677751723766538,0.1597995288964249
0.14351224899291992,-0.005201814891683349,0.010451449086535933,1.030754695282009,-0.8111118837192164,1.8273785580719333,3.195674928588588,0.6581892285410249,0.3658468654866038,0.22433728036249365,0.6185594515370023,0.0,0.0,0.0,2.0052018148916835,1.989548550913464,-0.030754695282009026,0.8111118837192164,-1.8273785580719333,-3.195674928588588,-0.0953144616501096,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.3769812188719639,3.007802722337525,2.984322826370196,-0.23828615412527399,0.27689769736928815,0.0,0.4407712339293912,1.0,2,2,1,2.8249041764577885,-0.13031090209449678,0.01578255722663836,0.10279727811469337,-0.1082625741786054
0.18968605995178223,-0.00934127216355983,0.02280278818429013,1.0432389244515672,-0.9934697452503557,2.964321383461007,2.9962150006939665,0.8621934887547387,0.2884785794286385,0.02421013860509439,0.41571187900815293,0.0,0.0,0.0,2.0093412721635597,1.97719721181571,-0.043238924451567184,0.9934697452503557,-2.964321383461007,-2.9962150006939665,0.2210413814916269,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.32704430219373126,3.0140119082453394,2.965795817723565,0.5526034537290672,1.0,0.0,0.9666857222195001,1.0,2,2,1,2.8193316170715743,-0.034493404663240794,0.11242037933291989,0.17633992383152075,0.010751053711008735
0.23563742637634277,-0.014310225537188397,0.03821683418519726,1.0527945319164371,-1.192548809670856,3.699371040217711,2.293345791568804,0.954861477467511,0.1765669841561087,-0.17787475775197958,0.15944977111696562,0.0,0.0,0.0,2.0143102255371885,1.9617831658148028,-0.052794531916437126,1.192548809670856,-3.699371040217711,-2.293345791568804,0.46178861587437303,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.2888218723342515,3.0214653383057826,2.9426747487222045,1.1544715396859326,1.0,0.0,1.0,1.0,2,2,1,2.8122635255214448,0.09973630714750309,-0.0720242741462461,-0.013035734067702018,-0.01568442327246286
0.2829287052154541,-0.020745460360970937,0.05451442467517863,1.0588806738804006,-1.5444563577078099,3.911421717595529,1.4606740713512685,0.9151333216983321,0.20726434284332085,-0.33504805454729947,-0.0855295086339995,0.0,0.0,0.0,2.020745460360971,1.9454855753248215,-0.058880673880400636,1.5444563577078099,-3.911421717595529,-1.4606740713512685,0.20192292117045352,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.26447730447839746,3.0311181905414566,2.9182283629872323,0.5048073029261337,1.0,0.0,0.6348047622411663,1.0,2,2,1,2.805671626032354,0.11428143111183858,0.1632210530602886,-0.12554886740845292,-0.002433121959615506
0.3285512924194336,-0.02913996890188737,0.06979239422056259,1.062203153335736,-2.014682049819944,3.6667126908921506,0.7973950692804777,0.8060503377284695,0.15293889041835962,-0.4549190619210542,-0.34632527477256025,0.0,0.0,0.0,2.0291399689018874,1.9302076057794375,-0.062203153335735895,2.014682049819944,-3.6667126908921506,-0.7973950692804777,-0.04526675732165886,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.2511873866570564,3.043709953352831,2.8953114086691563,-0.11316689330414714,0.31581294517371206,0.0,0.08831618486773768,1.0,2,2,1,2.8012460882772956,0.053756675077616146,0.04040072911644919,-0.16750143575850213,-0.07971758706781959
0.3756685256958008,-0.03955393987680477,0.08280397137121674,1.0642340334082452,-2.499353033980177,3.1227785161569974,0.4874112174022101,-0.6219884613635769,-0.0009188764071322732,0.4881576804435119,0.6122349129384316,0.0,0.0,0.0,2.0395539398768046,1.9171960286287832,-0.06423403340824518,2.499353033980177,-3.1227785161569974,-0.4874112174022101,-0.09806432057230863,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.24306386636701927,3.059330909815207,2.8757940429431748,-0.24516080143077157,0.3257915625268986,0.0,0.05746586030597517,1.0,2,2,1,2.7999190875639366,-0.11537166329632986,0.06642537141445078,-0.04607133423495454,0.027454067934270722
0.4236001968383789,-0.051853841070110845,0.09342119296526728,1.0668001438962844,-2.951976286393458,2.548133182572129,0.6158665171294124,-0.35781347573120953,0.15121949035592344,0.4585208084666881,0.7992877144837774,0.0,0.0,0.0,2.051853841070111,1.9065788070347327,-0.06680014389628441,2.951976286393458,-2.548133182572129,-0.6158665171294124,-0.11505289924892848,1.5,0.01,0.5,1.5,0.01,0.5,4.0,0.05,1.2,2.5,0.05,0.4,0.23279942441486234,3.0777807616051662,2.859868210552099,-0.2876322481223212,0.27457425498848775,0.0,0.0,1.0,2,2,1,2.8017154016374892,0.0005619285714601082,-0.01757644822427677,0.0993099600946008,0.03654883475101983
